"Restaurant";"Review_Date";"User_Name";"User_Reviews";"User_Restaurant_Reviews";"User_Helpful_Votes"
"Sempre Pizza e Vino - Targ Rybny";"5/9/2015";"Maciej G";3;3;3
"Sempre Pizza e Vino - Targ Rybny";"4/28/2015";"Dunkfarth";11;9;4
"Sempre Pizza e Vino - Targ Rybny";"4/24/2015";"Gapatrost...";24;19;7
"Sempre Pizza e Vino - Targ Rybny";"4/20/2015";"Anna Z";1;0;2
"Sempre Pizza e Vino - Targ Rybny";"4/17/2015";"WojciechS...";22;9;5
"Sempre Pizza e Vino - Targ Rybny";"4/10/2015";"Gos O";35;22;13
"Sempre Pizza e Vino - Targ Rybny";"3/27/2015";"RobLille";58;37;15
"Sempre Pizza e Vino - Targ Rybny";"3/21/2015";"bluecoqui...";7;6;2
"Sempre Pizza e Vino - Targ Rybny";"3/21/2015";"AneczkaAn...";2;0;1
"Sempre Pizza e Vino - Targ Rybny";"3/20/2015";"mikolaj75";1;0;1
"Sempre Pizza e Vino - Targ Rybny";"2/28/2015";"Rebekka I";4;3;4
"Sempre Pizza e Vino - Targ Rybny";"2/24/2015";"Zet E";41;17;18
"Sempre Pizza e Vino - Targ Rybny";"2/22/2015";"Marianne6...";14;6;13
"Sempre Pizza e Vino - Targ Rybny";"2/18/2015";"Huubii";36;30;13
"Sempre Pizza e Vino - Targ Rybny";"1/28/2015";"Pawe M";2;0;3
"Sempre Pizza e Vino - Targ Rybny";"1/25/2015";"Magnus L";7;7;1
"Sempre Pizza e Vino - Targ Rybny";"1/25/2015";"dank202";2;0;0
"Sempre Pizza e Vino - Targ Rybny";"1/4/2015";"mamoh2014";5;0;4
"Sempre Pizza e Vino - Targ Rybny";"1/4/2015";"Maciek C";50;27;103
"Sempre Pizza e Vino - Targ Rybny";"1/2/2015";"Bozena C";1;0;4
"Sempre Pizza e Vino - Targ Rybny";"1/1/2015";"Pawe S";1;0;3
"Sempre Pizza e Vino - Targ Rybny";"11/25/2014";"Jadzia N";33;22;24
"Sempre Pizza e Vino - Targ Rybny";"11/17/2014";"Adam K";4;3;4
"Sempre Pizza e Vino - Targ Rybny";"11/14/2014";"Jan G";1;0;1
"Sempre Pizza e Vino - Targ Rybny";"9/26/2014";"Agnieszka...";4;4;4
"Sempre Pizza e Vino - Targ Rybny";"9/26/2014";"Bente Hel...";4;3;2
"Sempre Pizza e Vino - Targ Rybny";"9/18/2014";"amjjm";6;6;6
"Sempre Pizza e Vino - Targ Rybny";"9/4/2014";"gabrielct...";720;381;700
"Sempre Pizza e Vino - Targ Rybny";"9/1/2014";"euarseni";41;24;18
"Sempre Pizza e Vino - Targ Rybny";"8/31/2014";"Maciek C";50;27;103
"Sempre Pizza e Vino - Targ Rybny";"8/19/2014";"Marcin P";2;0;2
"Sempre Pizza e Vino - Targ Rybny";"8/14/2014";"Alessandr...";1;0;0
"Sempre Pizza e Vino - Targ Rybny";"8/9/2014";"Kaaterina...";28;25;4
"Sempre Pizza e Vino - Targ Rybny";"8/5/2014";"PLXZ";6;3;2
"Sempre Pizza e Vino - Targ Rybny";"8/1/2014";"Kajtek D";4;4;2
"Sempre Pizza e Vino - Targ Rybny";"7/30/2014";"Magdalynk...";12;7;9
"Sempre Pizza e Vino - Targ Rybny";"7/21/2014";"Cogito62";116;50;53
"Sempre Pizza e Vino - Targ Rybny";"7/21/2014";"MadaaIM";14;8;12
"Sempre Pizza e Vino - Targ Rybny";"7/21/2014";"Olga_L09";18;3;7
"Sempre Pizza e Vino - Targ Rybny";"7/19/2014";"marekpawe...";18;10;10
"Sempre Pizza e Vino - Targ Rybny";"7/16/2014";"Maciulkin";4;3;2
"Sempre Pizza e Vino - Targ Rybny";"7/16/2014";"Ingrid K";30;12;3
"Sempre Pizza e Vino - Targ Rybny";"7/1/2014";"Gianni A";157;69;229
"Sempre Pizza e Vino - Targ Rybny";"6/30/2014";"Michael13...";57;41;25
"Sempre Pizza e Vino - Targ Rybny";"6/28/2014";"lobo-pl";8;3;9
"Sempre Pizza e Vino - Targ Rybny";"6/23/2014";"Berowit";27;7;18
"Sempre Pizza e Vino - Targ Rybny";"6/20/2014";"santiago4...";18;5;9
"Sempre Pizza e Vino - Targ Rybny";"6/9/2014";"Synnve J";11;8;0
"Sempre Pizza e Vino - Targ Rybny";"5/17/2014";"zimmer73";12;6;1
"Sempre Pizza e Vino - Targ Rybny";"5/11/2014";"Zuzanna S";1;0;1
"Sempre Pizza e Vino - Targ Rybny";"4/27/2014";"Yagusia";1;0;2
"Sempre Pizza e Vino - Targ Rybny";"4/22/2014";"Bernardo...";165;113;74
"Sempre Pizza e Vino - Targ Rybny";"4/3/2014";"Basia S";2;0;3
"Sempre Pizza e Vino - Targ Rybny";"1/6/2014";"EunikaSz";1;0;1
"Sempre Pizza e Vino - Targ Rybny";"12/11/2012";"rychw";3;3;2
"Sempre Pizza e Vino - Targ Rybny";"12/11/2012";"asioper";1;0;1
"Sempre Pizza e Vino - Targ Rybny";"11/20/2012";"TomekAnia";7;5;5
"Sempre Pizza e Vino - Targ Rybny";"10/6/2012";"Bartixd";1;0;3
"Sempre Pizza e Vino - Targ Rybny";"10/4/2012";"KrisS47";4;0;8
"Sempre Pizza e Vino - Targ Rybny";"10/1/2012";"Frulo G";1;0;0
"Sempre Pizza e Vino - Targ Rybny";"8/2/2012";"malkonten...";1;0;0
"Sempre Pizza e Vino - Targ Rybny";"6/15/2012";"ramiro8";3;0;1
"Sempre Pizza e Vino - Targ Rybny";"5/4/2012";"Natalia G";3;3;9
"Sempre Pizza e Vino - Targ Rybny";"10/14/2011";"Alfon61";100;55;50
"Sempre Pizza e Vino - Targ Rybny";"9/13/2011";"Ovilnie";69;41;30
"Sempre Pizza e Vino - Targ Rybny";"4/29/2011";"Maciej74";5;0;1
"Nova Pierogova";"11/12/2015";"Terrence T";21;12;8
"Nova Pierogova";"11/5/2015";"Sven G";24;23;7
"Nova Pierogova";"10/1/2015";"FrederickJT2";7;0;3
"Nova Pierogova";"9/25/2015";"NormBC";198;91;108
"Nova Pierogova";"9/9/2015";"IulianBucharest";10;3;8
"Nova Pierogova";"9/9/2015";"Justyna B";8;8;2
"Nova Pierogova";"8/25/2015";"KatrienBelgium";12;3;3
"Nova Pierogova";"8/23/2015";"Sanka_Lives_Here";3;0;0
"Nova Pierogova";"8/22/2015";"Jane W";3;3;4
"Nova Pierogova";"8/21/2015";"NinaBergsten";1;0;0
"Nova Pierogova";"8/12/2015";"crq2010";45;31;22
"Nova Pierogova";"8/12/2015";"Josan Y";7;4;3
"Nova Pierogova";"8/2/2015";"sommer9";85;29;54
"Nova Pierogova";"8/2/2015";"Lene H";20;16;2
"Nova Pierogova";"7/27/2015";"Eric0099";146;77;59
"Nova Pierogova";"7/25/2015";"4-legged-creature";39;14;10
"Nova Pierogova";"7/19/2015";"Gryzli69";1;0;0
"Nova Pierogova";"7/16/2015";"Cecile B";35;22;10
"Nova Pierogova";"7/12/2015";"Juliaaurora";24;9;26
"Nova Pierogova";"7/7/2015";"Ulrik J";76;28;23
"Nova Pierogova";"7/7/2015";"Ewa W";10;8;5
"Nova Pierogova";"6/20/2015";"Meghan D";7;5;0
"Nova Pierogova";"6/16/2015";"Adventurer62";68;34;18
"Nova Pierogova";"6/14/2015";"Tom R";42;38;8
"Nova Pierogova";"6/14/2015";"Heather S";110;66;29
"Nova Pierogova";"6/4/2015";"nmitsides1";91;62;54
"Nova Pierogova";"5/27/2015";"Salla O";7;4;4
"Nova Pierogova";"5/23/2015";"kruuza";170;98;78
"Nova Pierogova";"5/19/2015";"v700";32;14;26
"Nova Pierogova";"5/13/2015";"Tomas G";9;7;0
"Nova Pierogova";"5/1/2015";"Robert B";46;29;16
"Nova Pierogova";"4/19/2015";"LasBabas";27;11;41
"Nova Pierogova";"4/8/2015";"Lucy A";4;0;0
"Nova Pierogova";"4/4/2015";"Bevy JJ G";19;19;7
"Nova Pierogova";"3/12/2015";"Iain N";10;3;4
"Nova Pierogova";"3/8/2015";"NiallF91";16;12;9
"Nova Pierogova";"2/24/2015";"wabajisik";30;11;15
"Nova Pierogova";"2/7/2015";"Natalia K";8;7;1
"Nova Pierogova";"12/18/2014";"PeterCF44";62;38;40
"Nova Pierogova";"11/24/2014";"Riccardo B";1;0;0
"Nova Pierogova";"10/31/2014";"mali2007";50;14;89
"Nova Pierogova";"10/27/2014";"JacekBJ";437;253;364
"Nova Pierogova";"10/25/2014";"Matt O";9;4;4
"Nova Pierogova";"10/23/2014";"Kingsjill";13;6;10
"Nova Pierogova";"10/22/2014";"NrSmith";6;0;3
"Nova Pierogova";"9/17/2014";"AngelaWI";21;10;15
"Nova Pierogova";"9/13/2014";"Closie";1;0;0
"Nova Pierogova";"8/25/2014";"Jilllian";650;466;347
"Nova Pierogova";"8/22/2014";"RosineB";158;63;70
"Nova Pierogova";"8/10/2014";"Larksongbird";21;13;17
"Nova Pierogova";"8/3/2014";"kris k";8;6;11
"Nova Pierogova";"7/2/2014";"KovskiJordan";3;0;2
"Nova Pierogova";"6/30/2014";"Tony H";68;46;29
"Nova Pierogova";"6/20/2014";"Adrian H";18;10;4
"Nova Pierogova";"6/17/2014";"DesL";14;10;7
"Nova Pierogova";"6/16/2014";"LondonNYWA";19;16;8
"Nova Pierogova";"5/27/2014";"GSheppard";3;3;1
"Nova Pierogova";"4/21/2014";"MagdaBW";35;22;22
"Nova Pierogova";"11/12/2015";"Kachna K";2;0;0
"Nova Pierogova";"11/12/2015";"Smakoszzz";12;11;0
"Nova Pierogova";"11/5/2015";"Zorg1970";257;87;95
"Nova Pierogova";"10/29/2015";"Michael F";32;15;6
"Nova Pierogova";"10/22/2015";"tigda";1;0;0
"Nova Pierogova";"10/22/2015";"Zyrek";26;13;9
"Nova Pierogova";"10/12/2015";"Cristina...";11;10;0
"Nova Pierogova";"10/12/2015";"Manuel S";9;9;0
"Nova Pierogova";"10/11/2015";"Adamjot";23;11;1
"Nova Pierogova";"10/1/2015";"agnieszka...";32;25;15
"Nova Pierogova";"9/20/2015";"Darya R";4;4;0
"Nova Pierogova";"9/19/2015";"mgr6";18;12;2
"Nova Pierogova";"9/14/2015";"Anna G";4;3;1
"Nova Pierogova";"9/12/2015";"Carstenau...";43;19;16
"Nova Pierogova";"9/10/2015";"Pawe B";44;42;4
"Nova Pierogova";"8/31/2015";"lavi58";143;99;51
"Nova Pierogova";"8/27/2015";"BirlitW";1;0;0
"Nova Pierogova";"8/21/2015";"viaggiatr...";487;180;263
"Nova Pierogova";"8/18/2015";"Jorg  M";2;0;0
"Nova Pierogova";"8/18/2015";"Katarzyna...";39;21;9
"Nova Pierogova";"8/18/2015";"Aniel U";24;5;4
"Nova Pierogova";"8/17/2015";"janmp89";26;6;13
"Nova Pierogova";"8/15/2015";"Sylwia P";45;24;12
"Nova Pierogova";"8/15/2015";"Damian S";8;5;2
"Nova Pierogova";"8/12/2015";"Izabela S";15;8;2
"Nova Pierogova";"8/7/2015";"Artyogin";15;10;0
"Nova Pierogova";"7/29/2015";"Bertaaaw";8;8;4
"Nova Pierogova";"7/28/2015";"Pawlikowa";13;9;2
"Nova Pierogova";"7/25/2015";"Adam C";8;5;8
"Nova Pierogova";"7/20/2015";"anto s";3;3;0
"Nova Pierogova";"7/7/2015";"KPNTN";90;43;30
"Nova Pierogova";"6/14/2015";"Marcin D";3;3;0
"Nova Pierogova";"5/24/2015";"Damaris L";64;27;26
"Nova Pierogova";"5/16/2015";"Brzozap";7;5;4
"Nova Pierogova";"5/2/2015";"Leo77li";14;11;2
"Nova Pierogova";"3/9/2015";"Agniees";1;0;0
"Nova Pierogova";"3/8/2015";"Melanie-P...";7;6;3
"Nova Pierogova";"3/1/2015";"Catarzina";2;0;2
"Nova Pierogova";"1/16/2015";"Lea C";5;5;2
"Nova Pierogova";"1/7/2015";"Laura R";7;5;7
"Nova Pierogova";"1/7/2015";"erman77";39;20;27
"Nova Pierogova";"1/6/2015";"Roxing75";43;27;12
"Nova Pierogova";"12/15/2014";"M M";10;3;7
"Nova Pierogova";"11/22/2014";"Sebastien...";19;17;7
"Nova Pierogova";"11/22/2014";"bcha2014";9;9;8
"Nova Pierogova";"11/4/2014";"Christian...";18;12;8
"Nova Pierogova";"10/25/2014";"anna q";3;0;5
"Nova Pierogova";"10/22/2014";"Itziar B";9;3;3
"Nova Pierogova";"10/16/2014";"Marta K";2;0;0
"Nova Pierogova";"10/7/2014";"enza  s";9;8;9
"Nova Pierogova";"10/5/2014";"Qazx11";30;26;44
"Nova Pierogova";"9/30/2014";"luca8270";2;0;0
"Nova Pierogova";"9/27/2014";"pstiva";616;458;663
"Nova Pierogova";"9/16/2014";"Barbor201...";1;0;0
"Nova Pierogova";"9/4/2014";"Meuwka";2;0;1
"Nova Pierogova";"9/1/2014";"luca p";27;18;12
"Nova Pierogova";"8/30/2014";"...";73;23;38
"Nova Pierogova";"8/26/2014";"Bogumia...";10;4;3
"Nova Pierogova";"8/25/2014";"Ralph B";36;29;14
"Nova Pierogova";"8/24/2014";"Bmbr2014";27;20;13
"Nova Pierogova";"8/22/2014";"Alessandr...";67;33;23
"Nova Pierogova";"8/22/2014";"Ja C";15;11;8
"Nova Pierogova";"8/21/2014";"Krzysztof...";12;10;0
"Nova Pierogova";"8/21/2014";"...";6;0;26
"Nova Pierogova";"8/7/2014";"DC-3Viato...";271;63;110
"Nova Pierogova";"8/6/2014";"kurthoeg";26;10;7
"Nova Pierogova";"7/25/2014";"Mkot122";2;0;3
"Nova Pierogova";"7/23/2014";"Maciej M";2;0;0
"Nova Pierogova";"7/10/2014";"Anastasia...";72;13;56
"Nova Pierogova";"7/5/2014";"k-antony";15;4;8
"Nova Pierogova";"7/1/2014";"AnnaT63";35;9;21
"Nova Pierogova";"6/20/2014";"Luca_Tell...";32;21;18
"Nova Pierogova";"6/15/2014";"Misza81";4;4;7
"Nova Pierogova";"5/26/2014";"Empoli_FI...";10;9;4
"Nova Pierogova";"3/25/2014";"Wojciech...";302;177;160
"Pueblo";"11/12/2015";"Ali610";41;25;23
"Pueblo";"11/12/2015";"m0zfan";58;40;68
"Pueblo";"11/12/2015";"midsummer";11;5;16
"Pueblo";"11/5/2015";"TheCodfather";64;38;88
"Pueblo";"9/30/2015";"Peter B";10;7;4
"Pueblo";"9/24/2015";"kochamkinie";154;37;71
"Pueblo";"9/17/2015";"Kallejar";4;3;1
"Pueblo";"9/16/2015";"Marit E";2;0;1
"Pueblo";"9/7/2015";"hoggite";4;3;1
"Pueblo";"9/3/2015";"AndyCove";49;28;27
"Pueblo";"8/28/2015";"SiriWT";26;7;13
"Pueblo";"8/15/2015";"EirinLZ";17;14;10
"Pueblo";"8/9/2015";"alicia01986";3;3;0
"Pueblo";"7/19/2015";"Kristiangrill";7;6;4
"Pueblo";"7/18/2015";"tonik448";9;8;1
"Pueblo";"7/18/2015";"Rolness";13;8;5
"Pueblo";"7/18/2015";"miimikko";15;14;1
"Pueblo";"7/9/2015";"Mustafa H";5;0;2
"Pueblo";"7/7/2015";"Tapio31";31;16;3
"Pueblo";"7/5/2015";"Emily D";15;13;7
"Pueblo";"7/4/2015";"Vigdis-John";24;16;17
"Pueblo";"7/2/2015";"Esteban F";13;10;1
"Pueblo";"7/1/2015";"Wout V";27;11;4
"Pueblo";"6/29/2015";"pawel_hbg";403;120;349
"Pueblo";"6/14/2015";"Tom R";42;38;8
"Pueblo";"6/9/2015";"marcowy";28;17;2
"Pueblo";"6/8/2015";"Kingoftheslums";101;53;96
"Pueblo";"5/27/2015";"Salla O";7;4;4
"Pueblo";"5/19/2015";"Lee M";32;13;9
"Pueblo";"4/18/2015";"MARK J";47;12;47
"Pueblo";"4/4/2015";"Michelle M";62;35;28
"Pueblo";"3/28/2015";"Andy M";10;6;3
"Pueblo";"3/22/2015";"YoungNorwegian";61;58;15
"Pueblo";"3/12/2015";"robertf50";30;11;26
"Pueblo";"3/6/2015";"aandr38";59;28;30
"Pueblo";"2/1/2015";"Zosia D";2;0;0
"Pueblo";"1/21/2015";"Matthijs J";20;9;5
"Pueblo";"1/19/2015";"Blerta D";20;9;0
"Pueblo";"1/7/2015";"Natalia D";18;0;10
"Pueblo";"1/3/2015";"guptaka";15;14;5
"Pueblo";"1/1/2015";"Anders G";2;0;3
"Pueblo";"1/1/2015";"moya f";25;17;14
"Pueblo";"12/25/2014";"Dominik M";221;112;68
"Pueblo";"12/8/2014";"andy_scot_uk";211;102;192
"Pueblo";"11/22/2014";"French-Fancy36";38;28;28
"Pueblo";"10/30/2014";"SO39London";15;4;19
"Pueblo";"10/27/2014";"clare621";58;15;40
"Pueblo";"10/23/2014";"Petepee";31;25;16
"Pueblo";"10/19/2014";"Gabriel K";18;14;3
"Pueblo";"10/13/2014";"ThomasAlcock";33;19;26
"Pueblo";"10/1/2014";"michaeld32";27;17;13
"Pueblo";"7/24/2014";"Nieminen";36;8;27
"Pueblo";"6/30/2014";"Ralph B";94;59;39
"Pueblo";"5/17/2014";"MajaM774";47;26;16
"Pueblo";"5/5/2014";"golondrina2010";4;0;4
"Pueblo";"4/18/2014";"Jouni V";80;64;46
"Pueblo";"4/17/2014";"MarkoFin";8;5;5
"Pueblo";"3/14/2014";"Piotr G";36;18;18
"Pueblo";"2/23/2014";"Tony P";34;16;11
"Pueblo";"2/3/2014";"Eva B";38;30;18
"Pueblo";"1/28/2014";"Matthew K";6;3;6
"Pueblo";"1/24/2014";"AlanT88OWN";162;58;52
"Pueblo";"1/8/2014";"JeannethN";22;11;13
"Pueblo";"12/30/2012";"Tizzyanne";7;3;5
"Pueblo";"12/18/2012";"phillystravels";113;45;90
"Pueblo";"12/5/2012";"PaulStrobl";29;15;17
"Pueblo";"11/23/2012";"panzer76";100;68;60
"Pueblo";"11/21/2012";"Perttu V";20;15;4
"Pueblo";"11/20/2012";"marithbk";68;32;20
"Pueblo";"9/16/2012";"EwaGdansk_Poland";2;0;0
"Pueblo";"9/4/2012";"Tiny17";26;16;16
"Pueblo";"7/24/2012";"Ola_912";29;12;15
"Pueblo";"7/7/2012";"christiano_10";251;39;125
"Pueblo";"4/22/2012";"Papito1";127;42;90
"Pueblo";"11/17/2015";"Yauheni19...";7;6;0
"Pueblo";"11/16/2015";"tourist60...";12;4;0
"Pueblo";"11/15/2015";"Irene K";4;0;2
"Pueblo";"11/12/2015";"Tottolott...";12;6;6
"Pueblo";"11/12/2015";"maksymaln...";6;3;5
"Pueblo";"11/12/2015";"BarOrs";1;0;1
"Pueblo";"11/5/2015";"Vitalina...";29;14;19
"Pueblo";"11/5/2015";"Lene85_No...";4;0;2
"Pueblo";"10/29/2015";"Geir V";8;5;0
"Pueblo";"10/22/2015";"elotiruri...";1;0;0
"Pueblo";"10/14/2015";"Rikard80";74;53;9
"Pueblo";"10/12/2015";"ptaskde";37;17;14
"Pueblo";"10/12/2015";"resande91";6;5;0
"Pueblo";"10/11/2015";"Sivkarinr";11;4;0
"Pueblo";"10/1/2015";"Looff";10;7;8
"Pueblo";"10/1/2015";"karolcia9...";35;10;3
"Pueblo";"9/30/2015";"Kay B";2;0;0
"Pueblo";"9/30/2015";"David W";12;0;3
"Pueblo";"9/27/2015";"kaja275";15;14;2
"Pueblo";"9/25/2015";"Heidi N";2;0;0
"Pueblo";"9/25/2015";"Duppsko";12;9;9
"Pueblo";"9/10/2015";"Pawe B";44;42;4
"Pueblo";"9/6/2015";"jymand";7;5;3
"Pueblo";"9/2/2015";"camilla k";39;16;8
"Pueblo";"9/2/2015";"AnnaT63";35;9;21
"Pueblo";"8/31/2015";"Justyna M";5;5;2
"Pueblo";"8/30/2015";"Antonio F";146;130;36
"Pueblo";"8/28/2015";"Marek T";2;0;0
"Pueblo";"8/19/2015";"Fabio C";3;0;1
"Pueblo";"8/18/2015";"Wojciech...";10;9;0
"Pueblo";"8/17/2015";"EmiiMihau";79;50;9
"Pueblo";"8/15/2015";"Rebecca S";4;3;0
"Pueblo";"8/15/2015";"Lorenzo Q";10;8;4
"Pueblo";"8/12/2015";"Bartek K";5;3;0
"Pueblo";"8/5/2015";"Josefina...";13;11;5
"Pueblo";"8/5/2015";"Natalia L";29;21;2
"Pueblo";"8/5/2015";"thomasnor...";20;13;0
"Pueblo";"8/3/2015";"Ola S";24;9;1
"Pueblo";"8/2/2015";"Joanna T";3;3;1
"Pueblo";"8/1/2015";"spa0906";4;4;0
"Pueblo";"7/31/2015";"Cecilia N";11;8;1
"Pueblo";"7/28/2015";"Ingemar F";25;14;2
"Pueblo";"7/27/2015";"Kasia G";3;0;2
"Pueblo";"7/26/2015";"Po P";5;5;1
"Pueblo";"7/19/2015";"Radosaw...";5;5;1
"Pueblo";"7/18/2015";"JorgenNor...";9;6;2
"Pueblo";"7/18/2015";"876betty";47;14;11
"Pueblo";"7/17/2015";"funnylike...";18;15;5
"Pueblo";"7/17/2015";"ukasz Z";3;3;3
"Pueblo";"7/16/2015";"jo_aleks";7;7;1
"Pueblo";"7/13/2015";"Maciej P";5;5;0
"Pueblo";"7/12/2015";"Martin_OJ...";6;0;2
"Pueblo";"7/3/2015";"druga_str...";5;5;2
"Pueblo";"6/22/2015";"RBN35";9;5;4
"Pueblo";"6/20/2015";"Maria W";1;0;1
"Pueblo";"6/19/2015";"Robert S";2;0;0
"Pueblo";"6/15/2015";"Tomasz G";37;12;16
"Pueblo";"6/14/2015";"Nicolas K";35;24;13
"Pueblo";"6/3/2015";"Lillian O";1;0;0
"Pueblo";"5/31/2015";"Dominika...";7;7;3
"Pueblo";"5/30/2015";"Eva B";8;7;1
"Pueblo";"5/27/2015";"Ewa K";3;3;0
"Pueblo";"5/26/2015";"Tonny C";12;0;1
"Pueblo";"5/24/2015";"Kamila C";1;0;0
"Pueblo";"5/24/2015";"AlexTrojm...";12;9;3
"Pueblo";"5/20/2015";"ruudex";3;3;0
"Pueblo";"5/15/2015";"Jan A";8;7;6
"Pueblo";"5/14/2015";"Bozena Z";1;0;0
"Pueblo";"5/9/2015";"Juuso H";2;0;1
"Pueblo";"5/5/2015";"lenkarol";22;17;5
"Pueblo";"4/7/2015";"Salikatt";37;22;43
"Pueblo";"4/6/2015";"sabina795";32;21;15
"Pueblo";"3/23/2015";"Tomsky1";10;8;2
"Pueblo";"3/20/2015";"Maria201C";6;6;4
"Pueblo";"3/17/2015";"KaraMaszk...";5;3;4
"Pueblo";"3/17/2015";"AnnaReett...";7;4;6
"Pueblo";"3/2/2015";"Patryk K";43;8;31
"Pueblo";"3/1/2015";"2ale2";29;16;24
"Pueblo";"2/28/2015";"violkaa";9;7;9
"Pueblo";"2/15/2015";"Marcin D";7;5;4
"Pueblo";"2/15/2015";"Monika K";7;4;2
"Pueblo";"2/1/2015";"Adam J";3;3;0
"Pueblo";"1/28/2015";"hhhxxx";14;14;18
"Pueblo";"1/25/2015";"Magnus L";7;7;1
"Pueblo";"1/15/2015";"ArvidFa";4;0;1
"Pueblo";"1/9/2015";"Szylusia";12;4;2
"Pueblo";"1/8/2015";"Sara J";49;20;11
"Pueblo";"1/8/2015";"MONIKAOK";2;0;0
"Pueblo";"1/7/2015";"kajamozej...";14;6;5
"Pueblo";"1/7/2015";"Mateusz M";2;0;2
"Pueblo";"1/3/2015";"Maciej S";1;0;0
"Pueblo";"1/1/2015";"Hanna R";7;4;5
"Pueblo";"12/31/2014";"Dimsch";5;3;1
"Pueblo";"12/30/2014";"Stavanger...";23;10;19
"Pueblo";"12/30/2014";"Erik A";1;0;1
"Pueblo";"12/28/2014";"Cathrine...";3;3;1
"Pueblo";"12/4/2014";"RudejRodz...";11;8;2
"Pueblo";"11/17/2014";"christina...";5;3;1
"Pueblo";"10/31/2014";"Kodziu";35;26;43
"Pueblo";"10/25/2014";"Akebakken";4;3;0
"Pueblo";"10/25/2014";"Veronika...";2;0;0
"Pueblo";"9/24/2014";"merol777";386;155;140
"Pueblo";"9/22/2014";"Marcin R";9;0;8
"Pueblo";"9/15/2014";"Dorota P";42;38;6
"Pueblo";"9/7/2014";"Tomas K";20;17;4
"Pueblo";"8/28/2014";"Mona M";9;5;7
"Pueblo";"8/22/2014";"cassandra...";7;6;0
"Pueblo";"8/20/2014";"Kati_Siar...";31;28;11
"Pueblo";"8/18/2014";"Piotr W";27;14;22
"Pueblo";"8/17/2014";"alenabul";30;13;19
"Pueblo";"8/1/2014";"Stehell";53;29;7
"Pueblo";"7/29/2014";"Stig J";16;8;6
"Pueblo";"7/24/2014";"Dmitry M";8;5;1
"Pueblo";"7/9/2014";"DorotaDor...";10;10;0
"Pueblo";"7/9/2014";"Svetlana4...";54;11;14
"Pueblo";"7/2/2014";"hanspivar";6;3;2
"Pueblo";"6/29/2014";"Marco M";28;19;13
"Pueblo";"6/26/2014";"Filip S";2;0;1
"Pueblo";"6/20/2014";"Mariaiyst...";2;0;1
"Pueblo";"6/17/2014";"Merete123";58;40;22
"Pueblo";"6/15/2014";"Gosia J";10;10;2
"Pueblo";"5/19/2014";"Eggeskall...";24;14;13
"Pueblo";"4/30/2014";"Rickard S";5;4;0
"Pueblo";"4/13/2014";"Inahj";11;10;6
"Pueblo";"4/6/2014";"Mathilda...";8;7;2
"Pueblo";"3/1/2014";"Maciej B";4;3;2
"Pueblo";"1/13/2014";"Matte34";7;7;3
"Pueblo";"12/24/2012";"Raav92";5;3;1
"Pueblo";"11/8/2012";"Kodziu";35;26;43
"Pueblo";"11/6/2012";"raven r";21;8;6
"Pueblo";"10/7/2012";"Kasia P";1;0;1
"Pueblo";"9/20/2012";"Zbyszek K";3;0;1
"Pueblo";"9/7/2012";"amop60";5;5;2
"Kawior";"8/30/2015";"Karolina F";16;15;1
"Kawior";"6/3/2015";"Amy R";32;19;15
"Kawior";"4/11/2015";"Sebastian G";5;0;1
"Kawior";"7/31/2014";"Ingridki";2;0;1
"Kawior";"11/12/2015";"DorotkaSz...";1;0;0
"Kawior";"11/5/2015";"Kamila S";1;0;0
"Kawior";"10/29/2015";"woz_z_weg...";3;3;0
"Kawior";"10/12/2015";"peppietom...";18;9;15
"Kawior";"10/12/2015";"Krystek_1...";3;0;5
"Kawior";"9/22/2015";"Bo B";7;7;3
"Kawior";"9/18/2015";"Karolina1...";24;20;0
"Kawior";"9/13/2015";"YotDe";4;4;1
"Kawior";"8/27/2015";"Vazelsky";17;4;16
"Kawior";"8/22/2015";"Robert T";40;23;16
"Kawior";"8/16/2015";"Do R";4;3;0
"Kawior";"8/10/2015";"Elineri";13;9;3
"Kawior";"8/10/2015";"Marzena S";2;0;0
"Kawior";"8/1/2015";"Margaryta...";2;0;0
"Kawior";"7/18/2015";"jo_aleks";7;7;1
"Kawior";"6/21/2015";"Hakki F";1;0;0
"Kawior";"6/4/2015";"Kamil B";5;3;2
"Kawior";"6/3/2015";"hypnotyze...";2;0;1
"Kawior";"5/24/2015";"Marcin N";1;0;0
"Kawior";"4/13/2015";"Robert T";40;23;16
"Kawior";"11/3/2014";"...";1;0;0
"Kawior";"9/15/2014";"Karolina...";3;0;0
"Kawior";"8/19/2014";"Anna B";3;3;0
"Kawior";"8/16/2014";"Jarek_Gda...";35;13;11
"Kawior";"6/4/2014";"Piotr C";1;0;0
"Kawior";"5/15/2014";"Agusia86";7;0;6
"Kawior";"5/13/2014";"Marusia K";1;0;0
"Kawior";"5/7/2014";"bartek_p7";1;0;0
"Ararat Smaki Orientu";"9/28/2015";"Wojciech...";2;0;0
"Ararat Smaki Orientu";"9/25/2015";"Izabela S";5;4;0
"Ararat Smaki Orientu";"9/16/2015";"MagdaTy";6;6;0
"Ararat Smaki Orientu";"8/12/2015";"684avatar";1;0;2
"Ararat Smaki Orientu";"8/8/2015";"Pawel_loo...";1;0;0
"Ararat Smaki Orientu";"8/7/2015";"kebab2015";1;0;0
"Ararat Smaki Orientu";"8/6/2015";"Asia C";1;0;0
